Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled
INN09040,2,0,0,2,0,101,2018,11,11,0,0,0,144.45,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09045,2,0,2,4,0,53,2018,2,27,0,0,0,61.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09046,2,0,0,3,0,59,2018,8,31,0,0,0,109.8,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09047,2,0,1,3,0,100,2018,5,19,0,0,0,136.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09049,2,0,0,2,0,141,2018,9,23,0,0,0,163.8,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09050,2,0,1,2,0,243,2018,9,9,0,0,0,104.4,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09052,2,0,2,1,0,73,2018,4,3,0,0,0,96.3,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09057,2,0,1,0,0,18,2018,12,11,0,0,0,89.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09058,2,0,0,3,0,22,2018,10,11,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09061,2,0,1,2,0,203,2018,9,5,0,0,0,80.75,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09062,2,0,2,3,0,98,2018,5,8,0,0,0,109.65,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09063,2,0,1,1,0,7,2018,10,17,0,0,0,70.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09064,2,0,0,3,0,0,2018,3,23,0,0,0,131.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09065,2,0,0,2,0,142,2018,7,1,0,0,0,85.5,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09069,2,0,2,1,0,76,2018,12,3,0,0,0,79.2,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09070,2,0,2,2,0,91,2018,5,22,0,0,0,109.65,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09071,2,0,1,0,0,6,2018,8,21,0,0,0,75.0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True
INN09072,2,0,2,5,0,277,2018,9,5,0,0,0,89.14,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09073,2,0,0,2,0,211,2018,5,20,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09074,2,0,1,1,0,105,2018,8,6,0,0,0,107.1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09075,2,0,1,1,0,29,2018,5,21,0,0,0,113.55,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09079,2,0,1,2,0,273,2018,5,13,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09081,2,0,1,3,0,136,2018,3,24,0,0,0,68.55,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09082,2,0,2,5,0,12,2018,1,16,0,0,0,89.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09088,2,0,0,1,0,51,2018,5,27,0,0,0,158.0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09089,2,0,1,3,0,11,2018,1,4,0,0,0,70.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09090,2,0,0,1,0,5,2018,8,20,0,0,0,130.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09092,2,0,2,2,0,65,2018,11,19,0,0,0,63.58,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09093,2,0,2,1,0,54,2018,4,2,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09094,2,0,0,2,0,70,2018,10,18,0,0,0,97.2,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09095,2,0,1,2,0,18,2018,12,30,0,0,0,148.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09096,2,0,1,3,0,71,2018,3,3,0,0,0,95.25,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09099,2,0,0,3,0,101,2018,5,19,0,0,0,140.4,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09100,2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09101,2,0,0,3,0,2,2018,11,17,0,0,0,168.0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09106,2,0,1,3,0,7,2018,11,24,0,0,0,98.13,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09110,2,0,1,0,0,48,2018,11,6,0,0,0,79.2,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09111,2,0,2,5,0,127,2018,10,3,0,0,0,108.0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09117,2,0,0,2,0,49,2018,3,23,0,0,0,99.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09120,2,0,2,2,0,22,2018,8,21,0,0,0,166.0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09121,2,0,2,1,0,53,2018,8,27,0,0,0,77.04,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09123,2,0,1,2,0,68,2018,6,3,0,0,0,137.4,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09125,2,0,2,2,0,15,2018,3,12,0,0,0,100.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09128,2,0,2,2,0,72,2018,5,29,0,0,0,109.65,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09129,2,0,1,2,0,69,2018,6,17,0,0,0,126.9,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09131,2,0,1,0,0,49,2018,7,11,0,0,0,93.15,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09132,2,0,0,3,0,29,2018,3,23,0,0,0,64.8,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True
INN09135,2,0,2,3,0,268,2018,10,9,0,0,0,80.75,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09137,2,0,0,4,0,20,2018,2,10,0,0,0,63.2,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09138,2,0,2,1,0,20,2018,3,19,0,0,0,107.67,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09139,2,0,1,2,0,104,2018,5,16,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09141,2,0,1,3,0,281,2018,10,3,0,0,0,168.3,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False
INN09142,2,0,0,2,0,30,2018,4,14,0,0,0,157.5,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09143,2,0,1,5,0,144,2018,7,25,0,0,0,100.87,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09146,2,0,0,3,0,62,2018,10,13,0,0,0,132.3,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09147,2,0,2,1,0,150,2018,1,2,0,0,0,101.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09149,2,0,1,3,0,82,2018,6,30,0,0,0,88.01,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09150,2,0,2,2,0,31,2018,6,26,0,0,0,98.1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09151,2,0,2,0,0,275,2018,4,17,0,0,0,110.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09152,2,0,1,3,0,79,2018,4,28,0,0,0,125.38,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09156,2,0,0,3,0,41,2018,11,2,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09158,2,0,0,1,0,4,2018,2,16,0,0,0,72.8,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09160,2,0,2,3,0,41,2018,2,7,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09164,2,0,2,2,0,87,2018,3,20,0,0,0,56.94,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09167,2,0,0,1,0,56,2018,6,8,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09170,2,0,0,5,0,104,2018,11,1,0,0,0,79.2,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09176,2,0,1,1,0,221,2018,12,31,0,0,0,71.28,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09179,2,0,0,2,0,59,2018,11,11,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09180,2,0,0,3,0,143,2018,8,25,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09183,2,0,0,3,0,134,2018,5,17,0,0,0,94.5,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09187,2,0,0,4,0,85,2018,3,29,0,0,0,82.45,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09188,2,0,2,1,0,53,2018,3,6,0,0,0,96.3,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09189,2,0,1,1,0,137,2018,9,12,0,0,0,89.75,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09191,2,0,0,2,0,5,2018,5,31,0,0,0,119.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09195,2,0,1,2,0,35,2018,10,28,0,0,0,129.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09197,2,0,2,3,0,28,2018,10,29,0,0,0,103.4,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09198,2,0,0,3,0,111,2018,7,13,0,0,0,72.25,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09199,2,0,2,0,0,22,2018,8,21,0,0,0,139.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09203,2,0,2,0,0,150,2018,9,25,0,0,0,91.48,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09206,2,0,1,3,0,19,2018,11,24,0,0,0,74.8,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09207,2,0,0,5,0,67,2018,12,20,0,0,0,64.67,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09208,2,0,2,2,0,17,2018,12,2,0,0,0,76.29,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09209,2,0,2,5,0,257,2018,12,17,0,0,0,73.95,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09210,2,0,2,3,0,99,2018,5,6,0,0,0,134.16,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09211,2,0,1,2,0,52,2018,5,27,0,0,0,108.11,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09212,2,0,2,3,0,117,2018,6,9,0,0,0,105.26,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09215,2,0,0,4,0,58,2018,3,29,0,0,0,98.6,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09216,2,0,0,2,0,211,2018,5,20,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09217,2,0,1,1,0,4,2018,5,21,0,0,0,112.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09219,2,0,0,2,0,211,2018,5,20,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09221,2,0,0,2,0,211,2018,5,20,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09227,2,0,2,1,0,220,2018,9,17,0,0,0,172.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09228,2,0,1,3,0,222,2018,9,29,0,0,0,111.35,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09229,2,0,0,3,0,52,2018,5,11,0,0,0,140.4,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09230,2,0,1,1,0,155,2018,7,18,0,0,0,103.5,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09232,2,0,2,2,0,208,2018,7,30,0,0,0,80.75,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09233,2,0,2,3,0,136,2018,8,11,0,0,0,86.36,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09234,2,0,2,0,0,75,2018,10,30,0,0,0,105.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09239,2,0,0,2,0,30,2018,6,2,0,0,0,140.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09240,2,0,1,5,0,70,2018,7,11,0,0,0,85.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09244,2,0,0,5,0,254,2018,10,25,0,0,0,90.95,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09245,2,0,2,2,0,34,2018,3,20,0,0,0,73.8,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True
INN09246,2,0,1,3,0,15,2018,2,29,0,0,0,85.55,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09247,2,0,2,1,0,100,2018,9,25,0,0,0,80.75,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09248,2,0,2,1,0,45,2018,6,26,0,0,0,95.1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09250,2,0,2,1,0,23,2018,1,2,0,0,0,109.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09251,2,0,2,1,0,133,2018,9,3,0,0,0,118.8,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09254,2,0,1,2,0,193,2018,6,20,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09257,2,0,0,1,0,93,2018,7,23,0,0,0,72.25,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09258,2,0,1,2,0,233,2018,10,14,0,0,0,90.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09260,2,0,1,0,0,22,2018,9,12,0,0,0,89.0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09261,2,0,1,2,0,161,2018,3,25,0,0,0,130.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09262,2,0,1,2,0,91,2018,4,4,0,0,0,80.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09265,2,0,1,2,0,133,2018,6,27,0,0,0,109.8,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09266,2,0,0,1,0,19,2018,4,30,0,0,0,156.0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09268,2,0,2,0,0,26,2018,10,2,0,0,0,160.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09269,2,0,0,1,0,0,2018,8,2,0,0,0,73.81,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09273,2,0,0,1,0,5,2018,4,28,0,0,0,130.13,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09276,2,0,1,0,0,18,2018,12,11,0,0,0,80.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09278,2,0,0,2,0,217,2018,9,15,0,0,0,126.9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09280,2,0,0,2,0,211,2018,5,20,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09281,2,0,1,1,0,31,2018,2,20,0,0,0,72.8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09285,2,0,2,3,0,218,2018,8,20,0,0,0,90.95,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09286,2,0,0,1,0,139,2018,7,2,0,0,0,85.5,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09290,2,0,2,5,0,18,2018,8,27,0,0,0,142.43,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09293,2,0,2,2,0,107,2018,4,15,0,0,0,95.2,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09295,2,0,0,2,0,48,2018,9,14,0,0,0,130.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09296,2,0,1,3,0,87,2018,4,7,0,0,0,82.45,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09297,2,0,0,2,0,91,2018,5,10,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09301,2,0,0,1,0,13,2018,6,14,0,0,0,89.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09306,2,0,2,1,0,202,2018,10,22,0,0,0,109.8,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09309,2,0,0,3,0,103,2018,5,4,0,0,0,80.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09314,2,0,2,2,0,62,2018,3,13,0,0,0,63.49,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09316,2,0,0,1,0,1,2018,8,4,0,0,0,151.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09318,2,0,2,4,0,129,2018,8,6,0,0,0,114.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09319,2,0,0,3,0,67,2018,3,10,0,0,0,67.5,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09320,2,0,3,6,0,160,2018,7,18,0,0,0,97.56,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09321,2,0,0,3,0,259,2018,5,5,0,0,0,90.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09323,2,0,1,3,0,102,2018,12,5,0,0,0,68.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09325,2,0,0,1,0,71,2018,11,3,0,0,0,79.2,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09326,2,0,1,2,0,56,2018,2,8,0,0,0,71.52,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True
INN09328,2,0,0,1,0,13,2018,9,15,0,0,0,100.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True
INN09331,2,0,0,3,0,4,2018,2,25,0,0,0,93.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09333,2,0,1,3,0,34,2018,9,26,0,0,0,95.17,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09334,2,0,0,4,0,86,2018,3,23,0,0,0,61.5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09336,2,0,0,2,0,17,2018,3,9,0,0,0,79.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09337,2,0,0,3,0,56,2018,12,7,0,0,0,93.6,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09339,2,0,0,1,0,15,2018,2,11,0,0,0,100.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09342,2,0,2,2,0,105,2018,10,21,0,0,0,108.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09344,2,0,0,2,0,46,2018,6,22,0,0,0,89.1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09346,2,0,1,4,0,38,2018,12,21,0,0,0,120.7,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09347,2,0,1,2,0,64,2018,10,14,0,0,0,132.3,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09348,2,0,1,2,0,6,2018,5,30,0,0,0,155.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09349,2,0,1,1,0,47,2018,10,24,0,0,0,101.72,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09350,2,0,2,3,0,51,2018,4,28,0,0,0,116.1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False
INN09357,2,0,2,0,0,48,2018,10,9,0,0,0,139.5,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09359,2,0,0,1,0,1,2018,2,9,0,0,0,79.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09361,2,0,2,4,0,34,2018,1,31,0,0,0,50.33,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09365,2,0,0,4,0,205,2018,10,18,0,0,0,85.5,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09369,2,0,2,2,0,104,2018,7,3,0,0,0,114.3,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09370,2,0,2,2,0,38,2018,8,27,0,0,0,107.55,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09371,2,0,0,4,0,49,2018,3,8,0,0,0,63.75,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN09374,2,0,0,2,0,12,2018,2,26,0,0,0,93.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09376,2,0,1,3,0,80,2018,2,22,0,0,0,60.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09378,2,0,0,1,0,105,2018,4,6,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09380,2,0,1,1,0,1,2018,1,4,0,0,0,76.25,1,False,False,False,True,False,False,False,False,False,False,False,False,True,True
INN09382,2,0,1,1,0,33,2018,1,25,0,0,0,64.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
INN09384,2,0,2,3,0,17,2018,12,29,0,0,0,125.8,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09388,2,0,2,1,0,1,2018,12,10,0,0,0,90.33,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09390,2,0,0,1,0,6,2018,8,17,0,0,0,118.0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09391,2,0,0,3,0,83,2018,11,2,0,0,0,90.0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09393,2,0,0,3,0,24,2018,9,1,0,0,0,122.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09399,2,0,1,2,0,119,2018,3,18,0,0,0,55.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09400,2,0,2,6,0,205,2018,9,27,0,0,0,111.35,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09401,2,0,2,2,0,19,2018,10,2,0,0,0,85.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09403,2,0,2,2,0,49,2018,3,6,0,0,0,75.95,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09407,2,0,1,2,0,81,2018,2,19,0,0,0,60.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09408,2,0,2,3,0,265,2018,10,9,0,0,0,100.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09410,2,0,0,3,0,197,2018,8,25,0,0,0,112.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09411,2,0,2,2,0,38,2018,3,20,0,0,0,103.95,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09412,2,0,1,2,0,208,2018,8,19,0,0,0,91.5,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09413,2,0,2,2,0,105,2018,6,26,0,0,0,99.45,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09415,2,0,2,1,0,134,2018,8,21,0,0,0,114.5,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09416,2,0,0,3,0,39,2018,3,23,0,0,0,121.8,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09417,2,0,0,2,0,144,2018,6,15,0,0,0,140.4,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09425,2,0,0,2,0,141,2018,9,23,0,0,0,123.8,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09427,2,0,1,3,0,112,2018,12,22,0,0,0,88.4,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09430,2,0,2,3,0,25,2018,1,2,0,0,0,91.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09433,2,0,0,2,0,41,2018,6,17,0,0,0,142.2,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09434,2,0,0,3,0,157,2018,6,14,0,0,0,132.9,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09435,2,0,2,1,0,180,2018,10,1,0,0,0,108.9,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09438,2,0,1,2,0,98,2018,5,16,0,0,0,105.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09441,2,0,1,1,0,0,2018,10,1,0,0,0,165.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09442,2,0,2,3,0,81,2018,4,8,0,0,0,90.95,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09447,2,0,1,3,0,102,2018,5,5,0,0,0,132.6,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09448,2,0,0,1,0,37,2018,5,7,0,0,0,89.4,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09449,2,0,2,0,0,2,2018,5,8,0,0,0,118.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09451,2,0,0,2,0,265,2018,6,24,0,0,0,115.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
INN09454,2,0,1,2,0,85,2018,4,15,0,0,0,96.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09455,2,0,0,1,0,0,2018,2,18,0,0,0,79.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09457,2,0,2,2,0,98,2018,5,21,0,0,0,119.85,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09458,2,0,0,2,0,15,2018,8,2,0,0,0,124.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09464,2,0,2,3,0,27,2018,12,4,0,0,0,54.71,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN09466,2,0,2,1,0,118,2018,10,29,0,0,0,104.4,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09476,2,0,2,2,0,101,2018,2,20,0,0,0,67.45,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09479,2,0,1,2,0,28,2018,6,13,0,0,0,102.85,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN09482,2,0,2,2,0,226,2018,10,29,0,0,0,70.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09483,2,0,1,1,0,9,2018,2,27,0,0,0,115.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN09485,2,0,2,1,0,109,2018,5,22,0,0,0,90.95,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True
INN09486,2,0,0,2,0,70,2018,6,3,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN09488,2,0,2,3,0,35,2018,9,24,0,0,0,139.14,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN09491,2,0,0,3,0,29,2018,3,8,0,0,0,86.93,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN09492,2,0,0,1,0,56,2018,6,8,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
